concept,layer,probe_accuracy_mean,probe_accuracy_std,probe_auc_mean,probe_auc_std,probe_f1_mean,probe_f1_std,n_positive,n_negative
alcohol,0,0.5555555555555555,0.11983864182969442,0.5462962962962963,0.0648148148148148,0.6022222222222222,0.08952549812659416,24,34
alcohol,1,0.6349206349206349,0.027492869961410732,0.6358024691358025,0.07010997957778112,0.6666666666666666,0.0,24,34
alcohol,2,0.6190476190476191,0.0476190476190476,0.6512345679012346,0.06825106292437035,0.6577777777777777,0.015396007178389983,24,34
alcohol,3,0.6190476190476191,0.0476190476190476,0.6820987654320988,0.02976435420059554,0.6577777777777777,0.015396007178389983,24,34
alcohol,4,0.5873015873015873,0.09912695235553012,0.6234567901234568,0.03505498978889055,0.6179183135704874,0.08841158930069892,24,34
alcohol,5,0.6031746031746031,0.07273929674533076,0.6358024691358025,0.06949586573578824,0.6115136876006441,0.0741779272679836,24,34
alcohol,6,0.6349206349206349,0.07273929674533078,0.7006172839506174,0.06165118628221666,0.6485185185185185,0.09750171466256337,24,34
alcohol,7,0.6666666666666666,0.08247860988423227,0.7654320987654321,0.04375755209493156,0.6488095238095238,0.09163573999012295,24,34
alcohol,8,0.7301587301587302,0.027492869961410718,0.7561728395061728,0.04276668660663902,0.7123015873015873,0.0758393446572079,24,34
alcohol,9,0.746031746031746,0.027492869961410676,0.8086419753086419,0.023301958133551678,0.7261904761904762,0.05189165408976993,24,34
alcohol,10,0.7301587301587302,0.027492869961410732,0.8395061728395062,0.023301958133551685,0.7055555555555556,0.04194352464039306,24,34
alcohol,11,0.7301587301587302,0.027492869961410763,0.8765432098765432,0.019274685180241977,0.7116271409749672,0.07996069981087836,24,34
alcohol,12,0.7142857142857143,0.04761904761904759,0.8611111111111112,0.016037507477489613,0.7010869565217391,0.07894477742572797,24,34
alcohol,13,0.7619047619047619,0.08247860988423228,0.8765432098765432,0.02138334330331943,0.7546113306982872,0.061394842692728276,24,34
alcohol,14,0.7619047619047619,0.08247860988423228,0.8858024691358025,0.021383343303319414,0.7546113306982872,0.061394842692728276,24,34
alcohol,15,0.7777777777777777,0.09912695235553014,0.8888888888888888,0.02777777777777775,0.7791211346198558,0.07233567405083385,24,34
alcohol,16,0.7777777777777777,0.07273929674533075,0.9074074074074074,0.03338473403207404,0.7778036115632023,0.04830790776025846,24,34
alcohol,17,0.7777777777777777,0.09912695235553014,0.9012345679012346,0.023301958133551716,0.7791211346198558,0.07233567405083385,24,34
alcohol,18,0.7777777777777777,0.09912695235553014,0.898148148148148,0.009259259259259231,0.7791211346198558,0.07233567405083385,24,34
alcohol,19,0.7142857142857143,0.12598815766974242,0.8672839506172839,0.0385493703604839,0.7088532382650029,0.10046161947623115,24,34
alcohol,20,0.746031746031746,0.07273929674533083,0.8765432098765432,0.01927468518024187,0.7520128824476652,0.04886953592751536,24,34
alcohol,21,0.6984126984126983,0.0549857399228215,0.8179012345679012,0.047514828143026634,0.6990622335890878,0.005906396615750685,24,34
alcohol,22,0.6984126984126983,0.0549857399228215,0.8086419753086419,0.06302647486624112,0.6990622335890878,0.005906396615750685,24,34
alcohol,23,0.6666666666666666,0.047619047619047644,0.7870370370370371,0.060717023373166694,0.6506238859180036,0.07060713839692823,24,34
alcohol,24,0.6190476190476191,0.12598815766974242,0.75,0.09755234956345128,0.5892857142857143,0.10013454667417096,24,34
alcohol,25,0.6507936507936508,0.0727392967453308,0.7561728395061729,0.06569073041294064,0.6306935817805382,0.062307210727762415,24,34
alcohol,26,0.6507936507936508,0.0727392967453308,0.7808641975308642,0.05265037688034568,0.6306935817805382,0.062307210727762415,24,34
alcohol,27,0.6507936507936508,0.0727392967453308,0.7685185185185185,0.03338473403207401,0.6306935817805382,0.062307210727762415,24,34
alcohol,28,0.6507936507936508,0.0727392967453308,0.7685185185185185,0.04036017540315439,0.6306935817805382,0.062307210727762415,24,34
bomb,0,0.873015873015873,0.09912695235553012,0.9444444444444443,0.04811252243246885,0.8614035087719297,0.11044274200376941,24,34
bomb,1,0.8888888888888888,0.07273929674533076,0.9660493827160493,0.03505498978889059,0.8824561403508772,0.07523432155225103,24,34
bomb,2,0.8888888888888888,0.07273929674533076,0.9722222222222222,0.03207501495497913,0.8824561403508772,0.07523432155225103,24,34
bomb,3,0.9047619047619048,0.09523809523809523,0.9783950617283951,0.03742085078080908,0.9,0.09999999999999998,24,34
bomb,4,0.9047619047619048,0.08247860988423221,0.9691358024691358,0.04567484131774299,0.8961816305469555,0.08335325190801902,24,34
bomb,5,0.9365079365079364,0.109971479845643,0.9753086419753086,0.04276668660663888,0.9333333333333332,0.11547005383792512,24,34
bomb,6,0.9523809523809524,0.08247860988423224,0.9907407407407408,0.016037507477489565,0.9473684210526315,0.09116056881941463,24,34
bomb,7,0.9047619047619048,0.047619047619047644,0.9938271604938271,0.010691671651659759,0.8944272445820434,0.049770149061838936,24,34
bomb,8,0.9523809523809522,0.0,0.9938271604938271,0.010691671651659759,0.9453044375644994,0.0035749242674279684,24,34
bomb,9,0.9206349206349206,0.027492869961410718,0.9876543209876543,0.014143752144925362,0.9074561403508771,0.03675585141323387,24,34
bomb,10,0.8888888888888888,0.027492869961410787,0.9814814814814815,0.024497697324672107,0.870806100217865,0.04131801242622475,24,34
bomb,11,0.9047619047619048,0.08247860988423227,0.9691358024691358,0.0325174498544838,0.8885448916408668,0.09696879110443239,24,34
bomb,12,0.873015873015873,0.027492869961410763,0.9691358024691358,0.0325174498544838,0.8552115583075336,0.03988444490869923,24,34
bomb,13,0.9047619047619048,0.0476190476190476,0.9691358024691358,0.0325174498544838,0.8902992776057791,0.06248682314361191,24,34
bomb,14,0.8888888888888888,0.0549857399228215,0.9660493827160495,0.028287504289850888,0.8710010319917441,0.06678509674866225,24,34
bomb,15,0.873015873015873,0.0727392967453308,0.9598765432098766,0.032517449854483814,0.8569659442724458,0.07916984375690207,24,34
