concept,layer,probe_accuracy_mean,probe_accuracy_std,probe_auc_mean,probe_auc_std,probe_f1_mean,probe_f1_std,n_positive,n_negative
alcohol,0,0.5714285714285714,0.0,0.5,0.0,0.0,0.0,24,34
alcohol,1,0.41269841269841273,0.07273929674533079,0.4845679012345679,0.08603308558497745,0.36161616161616167,0.0939556844786544,24,34
alcohol,2,0.42857142857142855,0.08247860988423229,0.4166666666666667,0.08832770383490245,0.42005981136415915,0.034210833117131474,24,34
alcohol,3,0.4761904761904761,0.1259881576697424,0.44753086419753085,0.06949586573578827,0.49734299516908215,0.17137387522890152,24,34
alcohol,4,0.4920634920634921,0.11983864182969446,0.5123456790123456,0.07874907914921654,0.5036576949620427,0.08596529926451321,24,34
alcohol,5,0.6031746031746031,0.0549857399228215,0.5648148148148148,0.09799078929868851,0.6267581998474446,0.016199390519396298,24,34
alcohol,6,0.5555555555555555,0.07273929674533086,0.5833333333333334,0.0848625128695526,0.5724315619967794,0.06090983510594584,24,34
alcohol,7,0.6349206349206349,0.07273929674533083,0.611111111111111,0.06990587440065509,0.6473429951690821,0.03346958082258694,24,34
alcohol,8,0.6825396825396824,0.027492869961410763,0.6882716049382717,0.08603308558497749,0.6721014492753623,0.04079105162752789,24,34
alcohol,9,0.7301587301587301,0.109971479845643,0.7345679012345679,0.09900626501447807,0.7444698703279938,0.08455473049916716,24,34
alcohol,10,0.746031746031746,0.0991269523555301,0.7314814814814815,0.10434655249615411,0.7550100547812217,0.07706585716337165,24,34
alcohol,11,0.7619047619047619,0.0,0.7716049382716049,0.03251744985448382,0.7757073844030365,0.011953421722352527,24,34
alcohol,12,0.6666666666666666,0.09523809523809523,0.7530864197530865,0.029764354200595547,0.6474241870661308,0.11737442226960847,24,34
alcohol,13,0.746031746031746,0.027492869961410676,0.8148148148148149,0.0092592592592593,0.7495822890559732,0.012536548620266432,24,34
alcohol,14,0.7936507936507936,0.0549857399228215,0.8333333333333334,0.04243125643477635,0.7936507936507936,0.0549857399228215,24,34
alcohol,15,0.7619047619047619,0.04761904761904756,0.8456790123456791,0.014143752144925435,0.7630591630591631,0.0363773766385887,24,34
alcohol,16,0.7619047619047619,0.047619047619047644,0.8734567901234568,0.01927468518024197,0.7699604743083004,0.0379775878243931,24,34
alcohol,17,0.746031746031746,0.027492869961410676,0.8518518518518517,0.03338473403207397,0.7572620616098877,0.027958600620270637,24,34
alcohol,18,0.7777777777777777,0.027492869961410787,0.8425925925925926,0.04036017540315438,0.781504485852312,0.019071608501770507,24,34
alcohol,19,0.7777777777777778,0.054985739922821526,0.8518518518518517,0.016037507477489523,0.7818181818181819,0.04810456929208348,24,34
alcohol,20,0.746031746031746,0.027492869961410725,0.8487654320987655,0.02138334330331943,0.7412698412698413,0.03574073094983399,24,34
alcohol,21,0.746031746031746,0.0549857399228215,0.8580246913580248,0.005345835825829892,0.7484848484848485,0.06188053895958226,24,34
alcohol,22,0.7936507936507936,0.027492869961410787,0.8981481481481483,0.03338473403207386,0.7873015873015873,0.021994295969128656,24,34
alcohol,23,0.746031746031746,0.027492869961410676,0.8858024691358025,0.02672917912914935,0.733652312599681,0.005524882958752397,24,34
alcohol,24,0.7301587301587302,0.027492869961410732,0.9012345679012346,0.0385493703604839,0.710260499734184,0.03805535389297882,24,34
alcohol,25,0.746031746031746,0.027492869961410676,0.8734567901234568,0.05657500857970179,0.733652312599681,0.005524882958752397,24,34
alcohol,26,0.7619047619047619,0.04761904761904759,0.882716049382716,0.04567484131774312,0.7354497354497355,0.06009426820952673,24,34
alcohol,27,0.7619047619047619,0.0,0.8858024691358025,0.042766686606638946,0.7451963241436926,0.014469931558637269,24,34
alcohol,28,0.7777777777777777,0.027492869961410763,0.8796296296296297,0.0424312564347763,0.7662489557226398,0.03180226299877063,24,34
alcohol,29,0.7936507936507936,0.0549857399228215,0.8919753086419754,0.06302647486624115,0.7802840434419381,0.05498573992282149,24,34
alcohol,30,0.7936507936507936,0.0549857399228215,0.8827160493827161,0.06302647486624112,0.7802840434419381,0.05498573992282149,24,34
alcohol,31,0.7936507936507936,0.0549857399228215,0.8858024691358025,0.06825106292437029,0.7802840434419381,0.05498573992282149,24,34
alcohol,32,0.7619047619047619,0.08247860988423222,0.8919753086419754,0.07010997957778116,0.7564593301435406,0.07541465238697026,24,34
bomb,0,0.5714285714285714,0.0,0.5,0.0,0.0,0.0,24,34
bomb,1,0.6666666666666666,0.1259881576697424,0.7870370370370371,0.0962250448649376,0.6270955165692008,0.15924947658092195,24,34
bomb,2,0.6666666666666666,0.12598815766974236,0.7561728395061728,0.1417402778173461,0.6167755991285403,0.14927213629842803,24,34
bomb,3,0.6031746031746031,0.054985739922821526,0.7561728395061729,0.05425430812113256,0.5251167133520075,0.050919819136221865,24,34
bomb,4,0.7777777777777778,0.054985739922821526,0.8302469135802469,0.07426672478713559,0.7616161616161617,0.0827296776947203,24,34
bomb,5,0.8253968253968255,0.054985739922821464,0.8950617283950617,0.05099602358598243,0.8170426065162907,0.06945567148145873,24,34
bomb,6,0.8253968253968255,0.07273929674533083,0.867283950617284,0.0972589583740045,0.8019607843137256,0.09707367681950246,24,34
bomb,7,0.8253968253968255,0.07273929674533083,0.8611111111111112,0.0822980964566258,0.8048732943469785,0.08488668869353719,24,34
bomb,8,0.8253968253968255,0.09912695235553011,0.8919753086419754,0.08603308558497745,0.8079365079365078,0.12420571529834688,24,34
bomb,9,0.8571428571428571,0.08247860988423232,0.9135802469135802,0.07874907914921661,0.8315904139433551,0.10900803478747081,24,34
bomb,10,0.8095238095238094,0.08247860988423221,0.9043209876543209,0.07010997957778117,0.7886382623224728,0.10589775690887772,24,34
bomb,11,0.8571428571428571,0.08247860988423232,0.9475308641975309,0.06165118628221661,0.8352941176470589,0.11207387578386852,24,34
bomb,12,0.8571428571428571,0.09523809523809523,0.9629629629629629,0.04899539464934425,0.8471177944862155,0.10562058900102995,24,34
bomb,13,0.9206349206349206,0.027492869961410732,0.9845679012345679,0.01414375214492542,0.9120857699805068,0.031056614392731965,24,34
bomb,14,0.9365079365079364,0.027492869961410676,0.9938271604938271,0.010691671651659783,0.9278752436647174,0.03376317363682025,24,34
bomb,15,0.9047619047619048,0.0476190476190476,0.9753086419753086,0.019274685180241977,0.8927875243664717,0.05273976319091104,24,34
bomb,16,0.8412698412698413,0.15307382160306277,0.95679012345679,0.05880419408412845,0.8226120857699805,0.1680035978667855,24,34
bomb,17,0.8571428571428571,0.1259881576697424,0.95679012345679,0.05880419408412845,0.8343079922027291,0.1480968414286361,24,34
bomb,18,0.873015873015873,0.18028280462858015,0.9629629629629629,0.06415002990995844,0.8596491228070176,0.19925994195790434,24,34
bomb,19,0.8571428571428571,0.17169291787923766,0.95679012345679,0.06698313090805778,0.8438596491228071,0.19051856143956403,24,34
bomb,20,0.8571428571428571,0.16495721976846447,0.95679012345679,0.06698313090805778,0.8400412796697626,0.18056022002097974,24,34
bomb,21,0.873015873015873,0.18028280462858015,0.9537037037037037,0.07231712662876537,0.8596491228070176,0.19925994195790434,24,34
bomb,22,0.8888888888888888,0.11983864182969446,0.9660493827160493,0.05880419408412856,0.8789473684210526,0.13283609962235748,24,34
bomb,23,0.9047619047619048,0.16495721976846447,0.9598765432098766,0.06949586573578824,0.8888888888888888,0.19245008972987532,24,34
bomb,24,0.888888888888889,0.1530738216030627,0.9598765432098766,0.06949586573578824,0.871345029239766,0.17919945550929317,24,34
bomb,25,0.9206349206349206,0.09912695235553011,0.9660493827160493,0.05880419408412856,0.9083820662768032,0.1161276491899141,24,34
bomb,26,0.9047619047619048,0.12598815766974242,0.9691358024691358,0.05345835825829867,0.8844169246646026,0.15683898033006227,24,34
bomb,27,0.9206349206349206,0.13746434980705377,0.9783950617283951,0.03742085078080911,0.9019607843137255,0.16980890270283105,24,34
bomb,28,0.9206349206349206,0.13746434980705377,0.9814814814814815,0.03207501495497922,0.9019607843137255,0.16980890270283105,24,34
bomb,29,0.9206349206349206,0.09912695235553011,0.9845679012345679,0.026729179129149325,0.9083820662768032,0.1161276491899141,24,34
bomb,30,0.9682539682539683,0.054985739922821526,0.9938271604938271,0.010691671651659759,0.9583333333333334,0.07216878364870322,24,34
bomb,31,0.9841269841269842,0.027492869961410787,0.9938271604938271,0.010691671651659759,0.9803921568627452,0.033961780540566235,24,34
bomb,32,0.9682539682539683,0.054985739922821526,0.9969135802469135,0.005345835825829892,0.9583333333333334,0.07216878364870322,24,34
copyright,0,0.5714285714285714,0.0,0.5,0.0,0.0,0.0,24,34
copyright,1,0.5396825396825397,0.027492869961410732,0.6172839506172839,0.08401640486923584,0.4462847941108811,0.16149854778047726,24,34
copyright,2,0.5873015873015873,0.109971479845643,0.6419753086419754,0.11760838816825711,0.5818181818181818,0.10484147813337084,24,34
copyright,3,0.5873015873015873,0.07273929674533076,0.6944444444444445,0.10678298698769258,0.5793650793650794,0.08361629962581534,24,34
copyright,4,0.7777777777777778,0.054985739922821485,0.8487654320987654,0.05581216456797881,0.7477272727272727,0.10667301547910307,24,34
copyright,5,0.8571428571428571,0.047619047619047644,0.9197530864197531,0.05265037688034564,0.8449735449735449,0.06201320037089035,24,34
copyright,6,0.7777777777777778,0.054985739922821485,0.8888888888888888,0.07579030344326347,0.7676767676767677,0.08747731351357971,24,34
copyright,7,0.7936507936507936,0.027492869961410787,0.8858024691358025,0.06949586573578836,0.7807486631016043,0.06483612648653551,24,34
copyright,8,0.8095238095238096,0.0,0.9382716049382717,0.05952870840119106,0.8047138047138048,0.023327283603621272,24,34
copyright,9,0.8095238095238096,0.0,0.9537037037037037,0.05782405554072593,0.8047138047138048,0.023327283603621272,24,34
copyright,10,0.8253968253968255,0.027492869961410732,0.9506172839506174,0.05099602358598243,0.8177008177008177,0.03968472598813524,24,34
copyright,11,0.8571428571428571,0.04761904761904763,0.9691358024691358,0.021383343303319487,0.8449735449735449,0.06201320037089036,24,34
copyright,12,0.873015873015873,0.027492869961410787,0.9660493827160495,0.01414375214492542,0.8614035087719297,0.03342554190045201,24,34
copyright,13,0.9047619047619048,0.0,0.9783950617283951,0.005345835825829795,0.8925925925925925,0.006415002990995835,24,34
copyright,14,0.9047619047619048,0.0,0.9814814814814814,0.00925925925925919,0.8962962962962964,0.006415002990995875,24,34
copyright,15,0.9206349206349206,0.027492869961410718,0.9845679012345679,0.010691671651659712,0.9157894736842106,0.027348170645824326,24,34
copyright,16,0.9206349206349206,0.027492869961410718,0.9876543209876543,0.010691671651659743,0.9157894736842106,0.027348170645824326,24,34
copyright,17,0.9206349206349206,0.027492869961410718,0.9907407407407408,0.009259259259259231,0.9157894736842106,0.027348170645824326,24,34
copyright,18,0.9047619047619048,0.04761904761904763,0.9876543209876543,0.010691671651659743,0.8964912280701753,0.05271922526777798,24,34
copyright,19,0.9047619047619048,0.0,0.9876543209876543,0.010691671651659743,0.8962962962962964,0.006415002990995875,24,34
copyright,20,0.9047619047619048,0.04761904761904763,0.9907407407407408,0.009259259259259231,0.8964912280701753,0.05271922526777798,24,34
copyright,21,0.8888888888888888,0.027492869961410763,0.9876543209876543,0.005345835825829812,0.8769980506822611,0.030724488009506373,24,34
copyright,22,0.8888888888888888,0.027492869961410763,0.9876543209876543,0.005345835825829812,0.8769980506822611,0.030724488009506373,24,34
copyright,23,0.8888888888888888,0.027492869961410763,0.9876543209876543,0.005345835825829812,0.8769980506822611,0.030724488009506373,24,34
copyright,24,0.9206349206349206,0.0549857399228215,0.9876543209876543,0.005345835825829812,0.9122807017543858,0.06077371254627639,24,34
copyright,25,0.9047619047619048,0.04761904761904766,0.9876543209876543,0.005345835825829812,0.8927875243664717,0.05273976319091101,24,34
copyright,26,0.9047619047619048,0.04761904761904766,0.9907407407407408,0.009259259259259231,0.8927875243664717,0.05273976319091101,24,34
copyright,27,0.9206349206349206,0.0549857399228215,0.9907407407407408,0.009259259259259231,0.9122807017543858,0.06077371254627639,24,34
copyright,28,0.9206349206349206,0.0549857399228215,0.9938271604938271,0.010691671651659703,0.9122807017543858,0.06077371254627639,24,34
copyright,29,0.9206349206349206,0.0549857399228215,0.9938271604938271,0.010691671651659703,0.9122807017543858,0.06077371254627639,24,34
copyright,30,0.9365079365079364,0.07273929674533083,0.9938271604938271,0.010691671651659703,0.9298245614035087,0.08039606482378665,24,34
copyright,31,0.9365079365079364,0.07273929674533083,0.9938271604938271,0.010691671651659703,0.9298245614035087,0.08039606482378665,24,34
copyright,32,0.9523809523809524,0.0476190476190476,0.9938271604938271,0.010691671651659703,0.9491228070175438,0.050023078699590336,24,34
drugs,0,0.5714285714285714,0.0,0.5,0.0,0.0,0.0,24,34
drugs,1,0.7777777777777777,0.027492869961410787,0.8950617283950617,0.043757552094931595,0.7588415483152325,0.020639035325745254,24,34
drugs,2,0.8095238095238094,0.14285714285714288,0.910493827160494,0.06024451017266393,0.8046783625730994,0.14040934454698403,24,34
drugs,3,0.8253968253968255,0.0991269523555301,0.9290123456790124,0.04751482814302668,0.8194222931065035,0.08316149212014862,24,34
drugs,4,0.7619047619047619,0.09523809523809523,0.8734567901234568,0.05345835825829875,0.7568922305764411,0.08782664394955006,24,34
drugs,5,0.7619047619047619,0.047619047619047644,0.8734567901234568,0.029764354200595502,0.7547049441786284,0.03951739882857695,24,34
drugs,6,0.6984126984126985,0.09912695235553014,0.8240740740740741,0.06481481481481473,0.6837359098228664,0.12265712216311944,24,34
drugs,7,0.6825396825396824,0.11983864182969448,0.8086419753086419,0.08350462505227584,0.6890269151138716,0.1144296510106228,24,34
drugs,8,0.6825396825396824,0.109971479845643,0.8425925925925926,0.08832770383490236,0.674074074074074,0.12239045660635786,24,34
drugs,9,0.7301587301587301,0.109971479845643,0.8487654320987654,0.1104662356060079,0.723112128146453,0.10791602858170797,24,34
drugs,10,0.7619047619047619,0.12598815766974236,0.8518518518518517,0.1091650566902925,0.7325536062378167,0.154723772431353,24,34
drugs,11,0.8095238095238096,0.1649572197684645,0.9166666666666666,0.09666950471213485,0.7851851851851852,0.19886509272087108,24,34
drugs,12,0.7936507936507936,0.15307382160306274,0.9290123456790124,0.08298968925770825,0.7621832358674464,0.18046724249137056,24,34
drugs,13,0.8571428571428571,0.1649572197684645,0.9351851851851852,0.08929306260178663,0.8400412796697626,0.18056022002097974,24,34
drugs,14,0.873015873015873,0.09912695235553017,0.9444444444444445,0.07349309197401643,0.8473798876275657,0.12598066582720924,24,34
drugs,15,0.8571428571428571,0.12598815766974242,0.9444444444444443,0.08072035080630874,0.8343079922027291,0.14809684142863608,24,34
drugs,16,0.873015873015873,0.09912695235553017,0.9351851851851851,0.0699058744006551,0.8576998050682261,0.10867337126523471,24,34
drugs,17,0.8888888888888888,0.0727392967453308,0.9444444444444445,0.060717023373166645,0.871345029239766,0.08614573019097206,24,34
drugs,18,0.8888888888888888,0.0727392967453308,0.941358024691358,0.05581216456797881,0.871345029239766,0.08614573019097206,24,34
drugs,19,0.873015873015873,0.09912695235553017,0.9444444444444443,0.05155337372990762,0.8576998050682261,0.10867337126523471,24,34
drugs,20,0.8571428571428571,0.08247860988423227,0.9382716049382717,0.060244510172663975,0.8419103313840156,0.09116119406122664,24,34
drugs,21,0.8571428571428571,0.08247860988423227,0.9382716049382717,0.060244510172663975,0.8419103313840156,0.09116119406122664,24,34
drugs,22,0.873015873015873,0.0549857399228215,0.9382716049382717,0.060244510172663975,0.8555555555555555,0.06758625033664685,24,34
drugs,23,0.873015873015873,0.0549857399228215,0.9228395061728394,0.07484170156161817,0.8555555555555555,0.06758625033664685,24,34
drugs,24,0.8888888888888888,0.07273929674533082,0.9320987654320988,0.06949586573578831,0.8750487329434699,0.08750526194115066,24,34
drugs,25,0.873015873015873,0.09912695235553017,0.9320987654320988,0.06949586573578831,0.8614035087719297,0.11044274200376944,24,34
drugs,26,0.873015873015873,0.09912695235553017,0.9351851851851851,0.06481481481481478,0.8614035087719297,0.11044274200376944,24,34
drugs,27,0.873015873015873,0.09912695235553017,0.9320987654320988,0.06949586573578831,0.8614035087719297,0.11044274200376944,24,34
drugs,28,0.8888888888888888,0.07273929674533082,0.9320987654320988,0.06949586573578831,0.8750487329434699,0.08750526194115066,24,34
